Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S66 0YJ,Terminated,E01007691,Rotherham 012B E01007691,28115,9,26917,9,0.054,21822,7,0.072,22660,7,20536,7,24804,8,28856,9,27680,9,30962,10,0.033,24047,8,0.091
S66 0YL,Terminated,E01007681,Rotherham 012A E01007681,16295,5,16252,5,0.115,9906,4,0.141,14541,5,11169,4,25245,8,22029,7,22868,7,12545,4,0.198,22714,7,0.1
S66 0YN,Terminated,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 0YP,Terminated,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 0YQ,Terminated,E01007681,Rotherham 012A E01007681,16295,5,16252,5,0.115,9906,4,0.141,14541,5,11169,4,25245,8,22029,7,22868,7,12545,4,0.198,22714,7,0.1
S66 0YR,Terminated,E01007681,Rotherham 012A E01007681,16295,5,16252,5,0.115,9906,4,0.141,14541,5,11169,4,25245,8,22029,7,22868,7,12545,4,0.198,22714,7,0.1
S66 0YS,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0YT,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0YU,Terminated,E01007683,Rotherham 019B E01007683,21364,7,20285,7,0.088,16107,5,0.098,18648,6,11640,4,29462,9,23362,8,26089,8,24651,8,0.075,15650,5,0.157
S66 0YW,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0YX,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0YY,Terminated,E01007685,Rotherham 018A E01007685,23303,8,24942,8,0.063,22793,7,0.069,18078,6,16556,6,29802,10,9171,3,23368,8,22296,7,0.092,24679,8,0.088
S66 0YZ,Terminated,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 0ZA,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0ZB,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0ZD,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0ZE,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0ZY,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 0ZZ,Terminated,E01007725,Rotherham 019E E01007725,18676,6,17645,6,0.105,14448,5,0.108,16720,6,9178,3,20540,7,28533,9,26636,9,18585,6,0.124,12055,4,0.198
S66 1AA,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AB,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AD,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AE,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AF,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AG,Live,E01007688,Rotherham 019D E01007688,19114,6,14972,5,0.126,16302,5,0.097,22974,7,14064,5,23215,8,28427,9,11112,4,18285,6,0.127,13903,5,0.176
S66 1AH,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AJ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AL,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AN,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AP,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AQ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AR,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AS,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AT,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AU,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1AW,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1AY,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1AZ,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BA,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BB,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1BD,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BE,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BF,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1BG,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1BH,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BJ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1BL,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1BQ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DL,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1DP,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1DQ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DR,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DS,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1DT,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DU,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DW,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DX,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DY,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1DZ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EA,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EB,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1ED,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1EE,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1EF,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EG,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EH,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EJ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EL,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EN,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EP,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EQ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1ER,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1ES,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1ET,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1EU,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1EW,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EX,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1EY,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1EZ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FA,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1FB,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1FD,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FE,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FF,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FG,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1FH,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FJ,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1FL,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1FN,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FP,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FQ,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1FR,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1FS,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GA,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1GB,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GH,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GJ,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S66 1GL,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GR,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GS,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GT,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S66 1GU,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GW,Terminated,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1GY,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S66 1GZ,Terminated,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1JA,Terminated,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1JB,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JG,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JH,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JJ,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JL,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JN,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JP,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1JQ,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JR,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JS,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JT,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JU,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JW,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JX,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
S66 1JY,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1JZ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1NN,Live,E01007686,Rotherham 019C E01007686,25414,8,21576,7,0.08,20951,7,0.076,26860,9,15420,5,17412,6,32444,10,28162,9,21577,7,0.098,22409,7,0.102
S66 1NQ,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1NY,Live,E01007690,Rotherham 022D E01007690,30591,10,30115,10,0.039,27728,9,0.05,29025,9,19880,7,29898,10,20932,7,27851,9,31175,10,0.031,29974,10,0.055
S66 1TF,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TG,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TH,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TQ,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1TR,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TS,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1TT,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TU,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1TX,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1TY,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1TZ,Live,E01007685,Rotherham 018A E01007685,23303,8,24942,8,0.063,22793,7,0.069,18078,6,16556,6,29802,10,9171,3,23368,8,22296,7,0.092,24679,8,0.088
S66 1UA,Live,E01007685,Rotherham 018A E01007685,23303,8,24942,8,0.063,22793,7,0.069,18078,6,16556,6,29802,10,9171,3,23368,8,22296,7,0.092,24679,8,0.088
S66 1UB,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1UD,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1UE,Live,E01007685,Rotherham 018A E01007685,23303,8,24942,8,0.063,22793,7,0.069,18078,6,16556,6,29802,10,9171,3,23368,8,22296,7,0.092,24679,8,0.088
S66 1UH,Live,E01007689,Rotherham 022C E01007689,22378,7,18023,6,0.102,22003,7,0.072,25759,8,16228,5,28147,9,9166,3,25489,8,23055,8,0.086,10427,4,0.219
S66 1UJ,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1UL,Live,E01007684,Rotherham 022A E01007684,20464,7,19468,6,0.092,17920,6,0.089,19772,7,14434,5,20754,7,20849,7,16169,5,20189,7,0.109,18541,6,0.131
S66 1UN,Live,E01007685,Rotherham 018A E01007685,23303,8,24942,8,0.063,22793,7,0.069,18078,6,16556,6,29802,10,9171,3,23368,8,22296,7,0.092,24679,8,0.088
S66 1UP,Live,E01007687,Rotherham 022B E01007687,15730,5,13235,5,0.142,9073,3,0.149,22998,8,9870,4,15756,5,26509,9,27697,9,17900,6,0.131,14552,5,0.169
