nonwhiteZoneProp.lsoa,pstaniZoneProp.lsoa,nonUKZoneProp.lsoa,proportionMuslim,proportionNonMuslim,antiSocialBehaviour,Burglary,violentCrime,allCrimePer1000Pop,IMD_rank,IMD_rank_inverse,IMD_rank_inverse_relative,minmax
0.485436893203883,0,0.69204152249135,0,53.3353766185158,17.263427109974423,0.6978367062107467,0.5543237250554324,33.35602450646698,242,2253,1,min
53.0818278427205,38.9479277364506,52.7777777777778,41.498405951115835,94.83378256963164,220.77922077922076,55.39070227497527,153.3135509396637,941.6419386745797,30591,32602,167,max
