lsoa11cd,SP_ID,objectid,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,nonwhiteZoneProp.lsoa,pstaniZoneProp.lsoa,nonUKZoneProp.lsoa,proportionMuslim,proportionNonMuslim,antiSocialBehaviour,Burglary,violentCrime,allCrimePer1000Pop,IMD_rank,IMD_rank_inverse,IMD_rank_inverse_relative
E01007800,3768,3769,Rotherham 003E,Rotherham 003E,1020026.6017455,6145.74637759321,2.10312075983718,0,3.3921302578019,0.6105834464043419,94.22319912322729,123.47354138398914,16.960651289009498,18.99592944369064,280.8683853459973,7858,24986,104
E01007801,3769,3770,Rotherham 007B,Rotherham 007B,3635399.063705,11860.05814732112,1.27431254191818,0.335345405767941,1.94500335345406,0.4024144869215292,94.43136808271011,41.58283031522468,10.731052984574111,2.012072434607646,110.66398390342053,24886,7958,18
E01007802,3770,3771,Rotherham 007C,Rotherham 007C,555683.724541,5276.37438052479,1.8796992481203,0.526315789473684,1.72932330827068,0.9774436090225564,93.85633896060908,36.84210526315789,5.263157894736842,3.7593984962406015,57.89473684210526,27267,5577,11
E01007657,7742,7743,Rotherham 029A,Rotherham 029A,321124.48192,2986.59693188034,1.65860400829302,0.345542501727713,2.34968901174845,0.55286800276434,94.2809145668673,34.55425017277125,2.073255010366275,3.4554250172771255,56.66897028334485,22783,10061,30
E01007658,7743,7744,Rotherham 032A,Rotherham 032A,2778927.5973265,12332.09787434105,1.36592379583034,0.0718907260963336,1.79726815240834,0.07189072609633358,94.76189184353531,70.4529115744069,14.378145219266715,12.940330697340043,127.96549245147375,20920,11924,38
E01007659,7744,7745,Rotherham 029B,Rotherham 029B,315090.908848,3193.16539060268,1.4808362369338,0.0871080139372822,1.56794425087108,0.2613240418118467,94.57245852781979,40.069686411149824,3.484320557491289,6.097560975609756,62.717770034843205,22949,9895,27
E01007660,7745,7746,Rotherham 032B,Rotherham 032B,1458722.716369,10477.19398917513,1.22249388753056,0.24449877750611199,1.79299103504482,0.24449877750611246,94.58928379212553,21.189894050529748,5.704971475142624,1.6299918500407498,63.56968215158924,20478,12366,43
E01007661,7746,7747,Rotherham 032C,Rotherham 032C,3054172.3297275,12084.20355846677,1.9271948608137,0,2.35546038543897,0,94.83378256963164,24.26837972876517,5.710206995003569,3.5688793718772303,59.95717344753747,24831,8013,19
E01007662,7747,7748,Rotherham 032D,Rotherham 032D,203032.431708,2992.75207313716,0.966183574879227,0,0.869565217391304,0.2898550724637681,94.54392749716787,77.29468599033817,22.22222222222222,8.695652173913043,143.96135265700482,3017,29827,138
E01007663,7748,7749,Rotherham 032E,Rotherham 032E,684118.7769505,5579.59016375628,1.57534246575342,0,1.98630136986301,0.0684931506849315,94.76528941894671,26.71232876712329,1.36986301369863,2.73972602739726,43.15068493150685,29415,3429,4
E01007664,7749,7750,Rotherham 032F,Rotherham 032F,10311898.2216365,17318.54054591522,0.485436893203883,0,1.29449838187702,0.2157497303128371,94.6180328393188,28.047464940668824,3.7756202804746497,3.236245954692557,50.70118662351672,21287,11557,37
E01007665,7750,7751,Rotherham 027A,Rotherham 027A,4499097.2323345,16780.21379042213,3.95604395604396,0.10989010989011,2.96703296703297,0.6043956043956045,94.22938696523603,50.54945054945055,4.945054945054945,3.2967032967032965,81.31868131868131,19171,13673,51
E01007666,7751,7752,Rotherham 026A,Rotherham 026A,5470946.096483,16802.87671249569,1.76860722181282,0.0736919675755343,1.47383935151069,0.2947678703021371,94.5390146993295,53.05821665438467,16.949152542372882,4.421518054532056,102.43183492999263,21536,11308,34
E01007667,7752,7753,Rotherham 030A,Rotherham 030A,352175.4398855,5048.44102197658,1.83958793230316,0.367917586460633,1.61883738042678,1.1037527593818985,93.73002981024973,81.67770419426049,1.4716703458425313,5.886681383370125,123.62030905077263,8393,24451,102
E01007668,7753,7754,Rotherham 030B,Rotherham 030B,266195.808414,3590.76372524586,2.92807129217059,0.318268618714195,3.11903246339911,0.2546148949713558,94.57916767466028,111.39401654996817,9.548058561425844,7.001909611712286,171.2285168682368,1480,31364,151
E01007669,7754,7755,Rotherham 030C,Rotherham 030C,844910.2452485,7323.1488152734,1.79521276595745,0.664893617021277,2.59308510638298,0.8643617021276596,93.96942086750398,35.90425531914894,6.648936170212766,0.6648936170212766,66.48936170212765,18576,14268,56
E01007670,7755,7756,Rotherham 030D,Rotherham 030D,3794861.8361845,13976.86581403804,1.44927536231884,0.0690131124913734,1.93236714975845,0.3450655624568668,94.48871700717477,55.21048999309869,8.281573498964804,2.7605244996549345,87.64665286404417,28422,4422,8
E01007671,7756,7757,Rotherham 031A,Rotherham 031A,938544.2362685,7106.51193231403,4.10958904109589,0.614076523382144,2.92867264997638,1.0392064241851677,93.79457614544647,143.59943316013226,6.140765233821445,9.919697685403873,202.6452527161077,23712,9132,23
E01007672,7757,7758,Rotherham 030E,Rotherham 030E,296496.4939505,3994.30458996501,3.62875087229588,0.348918353105373,2.51221214235869,0.7676203768318213,94.06616219279982,43.96371249127704,4.1870202372644805,4.1870202372644805,83.04256803907886,25806,7038,15
E01007673,7758,7759,Rotherham 030F,Rotherham 030F,255675.685835,3818.63434674353,3.67647058823529,0.200534759358289,4.21122994652406,0.267379679144385,94.56640289048725,100.26737967914438,7.352941176470588,6.016042780748663,158.4224598930481,9401,23443,96
E01007674,7759,7760,Rotherham 031B,Rotherham 031B,1901198.209811,9374.07646899793,1.59876224858174,0.154718927282104,2.21763795771016,0.4125838060856112,94.42119876354603,46.415678184631254,6.7044868488911815,2.57864878803507,79.93811242908716,30142,2702,3
E01007675,7760,7761,Rotherham 023A,Rotherham 023A,436471.196817,4159.55915749848,38.0798274002157,25.2966558791802,20.9277238403452,29.28802588996764,65.545756679664,88.45738942826321,10.787486515641856,5.393743257820928,138.07982740021575,12085,20759,78
E01007676,7761,7762,Rotherham 025A,Rotherham 025A,3341899.5450175,9893.17638237606,6.87538367096378,2.02578268876611,5.95457335788828,2.823818293431553,92.00996427620008,128.29957028852056,17.80233271945979,12.89134438305709,236.9551872314303,9262,23582,97
E01007677,7762,7763,Rotherham 017A,Rotherham 017A,542685.007848,6249.34964742102,17.3824130879346,4.63531015678255,13.3605998636673,7.975460122699387,86.85832244693225,113.15610088616224,12.951601908657123,13.6332651670075,192.22903885480574,315,32529,164
E01007678,7763,7764,Rotherham 023B,Rotherham 023B,1615414.589276,6857.70915593963,30.4320601127113,14.0262993112085,19.724483406387,18.28428303068253,76.5494995389491,58.860363180964306,8.140262993112085,6.261740763932373,124.60864120225422,23384,9460,25
E01007679,7764,7765,Rotherham 023C,Rotherham 023C,358672.421017,3973.12034143965,31.6612729234088,19.848975188781,17.259978425027,23.624595469255663,71.20918710037597,84.14239482200647,7.011866235167206,17.25997842502697,142.93419633225457,8705,24139,101
E01007680,7765,7766,Rotherham 023D,Rotherham 023D,468957.241134,4873.83342054505,53.0818278427205,38.9479277364506,31.1902231668438,41.498405951115835,53.3353766185158,100.95642933049947,5.844845908607864,11.158342189160468,155.15409139213602,6904,25940,113
E01007681,7766,7767,Rotherham 012A,Rotherham 012A,1006255.1057875,6416.13674051039,1.35236664162284,0.0751314800901578,1.9534184823441,0.2253944402704733,94.60838812936116,34.560480841472575,3.005259203606311,2.2539444027047333,50.33809166040571,16295,16549,62
E01007682,7767,7768,Rotherham 019A,Rotherham 019A,232157.485623,3515.67915185389,2.22222222222222,0.833333333333333,1.73611111111111,1.1805555555555556,93.65322701407608,45.138888888888886,2.0833333333333335,5.555555555555555,72.91666666666666,13462,19382,74
E01007683,7768,7769,Rotherham 019B,Rotherham 019B,266704.113398,3549.4727056454,1.53524075366364,0.0697836706210747,2.37264480111654,0.34891835310537334,94.48486421652626,34.89183531053734,0.6978367062107467,0.6978367062107467,42.568039078855556,21364,11480,36
E01007684,7769,7770,Rotherham 022A,Rotherham 022A,455745.4420915,6356.51072244216,3.25752919483712,0.676090964966195,2.76582667486171,0.9834050399508296,93.85037752968081,68.83835279655808,9.834050399508296,12.292562999385371,145.66687154271665,20464,12380,45
E01007685,7770,7771,Rotherham 018A,Rotherham 018A,2768267.916569,11319.1694335015,1.39178844815588,0.208768267223382,1.94850382741823,0.41753653444676403,94.41624603518487,57.06332637439109,7.6548364648573415,4.8712595685455815,121.78148921363952,23303,9541,26
E01007686,7771,7772,Rotherham 019C,Rotherham 019C,398523.2443075,5177.7375622676,2.47000705716302,1.41143260409315,2.25829216654905,1.1997177134791814,93.63406485615245,112.91460832745237,4.940014114326042,3.5285815102328866,192.66055045871562,25414,7430,16
E01007687,7772,7773,Rotherham 022B,Rotherham 022B,1033890.710033,6937.5557587836,1.92837465564738,0.413223140495868,1.10192837465565,0.8264462809917356,94.0073362886399,61.294765840220386,7.575757575757576,11.707988980716253,110.88154269972452,15730,17114,64
E01007688,7773,7774,Rotherham 019D,Rotherham 019D,339562.153393,3195.42608379741,1.81945416375087,0.139958012596221,1.46955913226032,0.06997900629811056,94.76380356333352,51.08467459762071,6.997900629811057,1.3995801259622112,67.87963610916725,19114,13730,52
E01007689,7774,7775,Rotherham 022C,Rotherham 022C,315122.0715925,3097.24013150373,1.95185426154847,0.715679895901106,1.36629798308393,0.9759271307742355,93.8578554388574,20.169160702667533,3.2530904359141184,1.3012361743656475,35.7839947950553,22378,10466,32
E01007690,7775,7776,Rotherham 022D,Rotherham 022D,3094572.7260095,11633.5019346682,2.85888077858881,1.21654501216545,3.1021897810219,1.2773722627737227,93.55641030685791,17.639902676399025,3.6496350364963503,3.6496350364963503,41.97080291970803,30591,2253,1
E01007691,7776,7777,Rotherham 012B,Rotherham 012B,2570681.036018,11095.76170444994,1.07579462102689,0.24449877750611199,1.71149144254279,0.4889975550122249,94.34478501461942,18.581907090464547,8.801955990220048,1.466992665036675,46.454767726161364,28115,4729,10
E01007692,7777,7778,Rotherham 012C,Rotherham 012C,3725301.975699,13473.65241476658,1.18499012508229,0.197498354180382,3.2258064516129,0.5266622778143515,94.30712029181728,44.10796576695194,9.216589861751151,0.6583278472679394,80.97432521395655,20746,12098,41
E01007693,7778,7779,Rotherham 001A,Rotherham 001A,1260371.2531685,8417.40523869797,2.32774674115456,0.139664804469274,2.70018621973929,0.3258845437616387,94.50789802586999,60.98696461824953,10.242085661080074,4.655493482309125,109.40409683426442,11179,21665,83
E01007694,7779,7780,Rotherham 001B,Rotherham 001B,593765.4172235,3773.66719114822,1.87713310580205,0.455062571103527,3.98179749715586,0.3412969283276451,94.49248564130399,64.84641638225256,12.514220705346986,8.532423208191126,123.43572241183162,6390,26454,117
E01007695,7780,7781,Rotherham 001C,Rotherham 001C,1312008.8926205,9371.26830016116,1.74725721251524,0.284437220642015,2.31613165379927,0.5282405526208858,94.30554201701075,51.60503860219423,10.564811052417717,2.438033319788704,114.58756603006907,16892,15952,60
E01007696,7781,7782,Rotherham 007A,Rotherham 007A,22060672.520434,27309.12169213955,1.21786197564276,0.06765899864682,2.0297699594046,0.06765899864682003,94.76612357098482,29.76995940460081,6.089309878213802,3.3829499323410013,64.95263870094723,17760,15084,58
E01007697,7782,7783,Rotherham 001D,Rotherham 001D,321654.1018505,3823.65686025671,0.634115409004439,0,1.20481927710843,0.12682308180088775,94.70695948783074,73.5573874445149,8.243500317057704,7.609384908053266,116.0431198478123,4330,28514,128
E01007698,7783,7784,Rotherham 001E,Rotherham 001E,963011.053588,7472.33602635812,1.7139090309822,0,1.6479894528675,0.3955174686882004,94.43826510094344,71.19314436387607,6.591957811470007,7.910349373764008,117.33684904416612,17428,15416,59
E01007699,7784,7785,Rotherham 027B,Rotherham 027B,2149875.256342,8372.36598356747,3.99780941949617,0.492880613362541,3.50492880613363,1.095290251916758,93.73849231771487,65.1697699890471,9.309967141292441,4.928806133625411,163.7458926615553,10561,22283,88
E01007700,7785,7786,Rotherham 027C,Rotherham 027C,1561223.450163,7264.16011872514,3.25427468284611,0.275785990071704,2.81301709873138,0.6067291781577496,94.22705339147389,40.26475455046884,9.376723662437948,3.309431880860452,76.66850523993381,21432,11412,35
E01007701,7786,7787,Rotherham 027D,Rotherham 027D,3344652.1322345,13401.72616725504,3.07599517490953,0.542822677925211,3.13630880579011,0.6634499396863691,94.17033262994526,86.248492159228,9.650180940892641,6.031363088057901,140.5307599517491,6575,26269,115
E01007702,7787,7788,Rotherham 025B,Rotherham 025B,319036.575775,4474.54911929421,6.26959247648903,2.44514106583072,6.89655172413793,2.6959247648902824,92.13785780474136,141.06583072100312,1.2539184952978057,6.269592476489028,188.71473354231975,9513,23331,95
E01007703,7788,7789,Rotherham 025C,Rotherham 025C,212401.984649,2292.54809109759,5.17380759902991,3.55699272433306,3.96119644300728,3.7186742118027487,91.11510835782889,24.252223120452708,5.658852061438965,1.6168148746968471,45.270816491511724,18272,14572,57
E01007704,7789,7790,Rotherham 025D,Rotherham 025D,350453.361979,4685.853413104,4.41379310344828,2.20689655172414,3.58620689655172,2.2758620689655173,92.55792050066611,81.37931034482757,9.655172413793103,11.034482758620689,139.3103448275862,11319,21525,82
E01007705,7790,7791,Rotherham 025E,Rotherham 025E,422872.448412,3557.66839207216,6.24178712220762,1.97109067017083,3.0880420499343,2.299605781865966,92.53417678776567,65.04599211563732,5.256241787122208,3.9421813403416555,101.1826544021025,24892,7952,17
E01007706,7791,7792,Rotherham 027E,Rotherham 027E,1029087.3171245,6936.92186627674,5.6241426611797,2.81207133058985,4.32098765432099,3.2235939643347047,91.61018860529693,38.408779149519894,3.429355281207133,2.05761316872428,57.61316872427984,18846,13998,54
E01007707,7792,7793,Rotherham 025F,Rotherham 025F,476580.5321685,4275.25113260535,3.07793058284217,1.50622134905043,2.61951538965291,1.7026850032743943,93.13109756635724,64.83300589390963,4.5841519318926,6.5487884741322855,105.4354944335298,16560,16284,61
E01007708,7793,7794,Rotherham 021A,Rotherham 021A,355774.972219,3331.95699527959,9.92822966507177,4.48564593301435,5.20334928229665,5.801435406698564,89.03234716293308,71.17224880382774,6.578947368421052,4.186602870813397,117.22488038277511,3309,29535,135
E01007709,7794,7795,Rotherham 021B,Rotherham 021B,314964.6087355,3060.79638622685,4.3956043956044,2.47252747252747,2.9532967032967,2.7472527472527473,92.08652982237889,22.664835164835164,6.181318681318681,1.3736263736263736,49.450549450549445,29093,3751,6
E01007710,7795,7796,Rotherham 021C,Rotherham 021C,719628.404171,4854.35279149612,3.83631713554987,2.17391304347826,2.94117647058824,2.1099744245524295,92.7238081450792,17.263427109974423,5.115089514066496,2.557544757033248,37.723785166240404,30361,2483,2
E01007711,7796,7797,Rotherham 021D,Rotherham 021D,392473.198611,4296.93460275819,11.00611450806,5.94774874930517,6.17009449694275,6.559199555308505,88.27458301432313,27.237354085603112,5.00277932184547,1.1117287381878822,51.69538632573652,26759,6085,12
E01007712,7797,7798,Rotherham 023E,Rotherham 023E,503674.8728715,5039.17680387034,20.1017811704835,12.7226463104326,11.6539440203562,14.30025445292621,80.53352811670543,39.69465648854962,5.089058524173028,1.0178117048346056,52.41730279898219,24084,8760,21
E01007713,7798,7799,Rotherham 023F,Rotherham 023F,438465.2145975,3211.44114716126,21.5384615384615,15.1384615384615,9.47692307692308,15.692307692307692,79.14147487732394,30.153846153846153,6.769230769230769,3.076923076923077,51.69230769230769,25985,6859,14
E01007714,7799,7800,Rotherham 017B,Rotherham 017B,1517010.1094905,6881.01480861782,37.8338278931751,20.4253214638971,33.6300692383778,26.112759643916917,68.72102292571472,200.29673590504453,55.39070227497527,153.3135509396637,941.6419386745797,805,32039,155
E01007715,7800,7801,Rotherham 016A,Rotherham 016A,476421.422177,3858.48040060603,46.9115191986644,29.9387868670006,28.5475792988314,33.83416805787424,60.9996145117574,187.5347801892042,19.47690595436839,25.041736227045075,292.7100723427935,242,32602,167
E01007716,7801,7802,Rotherham 016B,Rotherham 016B,1088542.776535,6867.39467588314,45.6305599162742,34.2752485609628,26.8969126111983,37.88592360020932,56.94785896942232,152.276295133438,17.791732077446362,29.82731554160126,294.6101517530089,634,32210,158
E01007717,7802,7803,Rotherham 016C,Rotherham 016C,621293.6411255,4013.78647898375,10.7481559536354,3.89884088514226,9.79978925184405,6.164383561643835,88.6693990079878,131.19072708113805,18.440463645943098,12.118018967334036,231.82297154899896,4744,28100,126
E01007718,7803,7804,Rotherham 016D,Rotherham 016D,1001775.02435,6758.60941743418,16.9912693082606,11.4170584284755,10.2081934184016,12.357286769644055,82.47649579998759,124.91605104096709,18.132975151108123,11.417058428475487,223.6400268636669,1835,31009,148
E01007719,7804,7805,Rotherham 010A,Rotherham 010A,360261.80636,4990.2644485169,1.92461908580593,0.561347233360064,2.24538893344026,0.48115477145148355,94.35262779818015,128.30793905372894,19.246190858059343,9.623095429029672,241.3793103448276,1106,31738,153
E01007720,7805,7806,Rotherham 010B,Rotherham 010B,9054373.8092055,22229.28916045361,3.05851063829787,0.598404255319149,2.72606382978723,0.7313829787234043,94.10239959090823,93.08510638297872,13.297872340425531,7.978723404255319,162.89893617021278,8160,24684,103
E01007721,7806,7807,Rotherham 010C,Rotherham 010C,1489008.8438565,9332.37040926589,3.93650793650794,1.07936507936508,5.01587301587302,1.5238095238095237,93.30997304582212,123.80952380952381,11.428571428571429,17.77777777777778,316.1904761904762,1039,31805,154
E01007723,7807,7808,Rotherham 013A,Rotherham 013A,287844.6344365,3803.63229416225,1.95794053662074,0.290065264684554,1.37781000725163,0.43509789702683105,94.3986846726048,195.06889050036258,13.778100072516315,12.327773749093547,286.4394488759971,2256,30588,144
E01007724,7808,7809,Rotherham 021E,Rotherham 021E,2226914.465337,7332.35202437187,2.55102040816327,0.364431486880466,2.40524781341108,0.2915451895043732,94.54223738012726,37.90087463556851,7.288629737609329,2.186588921282799,75.80174927113703,19672,13172,47
E01007725,7809,7810,Rotherham 019E,Rotherham 019E,206007.603289,3169.372510773,2.55255255255255,0.15015015015015,2.62762762762763,0.8258258258258258,94.0079567438058,56.306306306306304,5.255255255255256,3.003003003003003,85.58558558558559,18676,14168,55
E01007726,7810,7811,Rotherham 019F,Rotherham 019F,287974.6280495,3556.5791768638,2.1875,0,2.875,0.1875,94.64628256963164,93.75,6.875,13.75,166.875,3390,29454,133
E01007727,7811,7812,Rotherham 010D,Rotherham 010D,952505.7435175,6135.7663901153,0.801068090787717,0.267022696929239,1.93591455273698,0.13351134846461948,94.70027122116701,101.46862483311081,10.013351134846463,4.005340453938585,164.21895861148198,2723,30121,141
E01007728,7812,7813,Rotherham 009A,Rotherham 009A,2555529.051588,7629.15319063074,1.16487455197133,0.0896057347670251,1.4336917562724,0.17921146953405018,94.65457110009758,46.59498207885305,17.025089605734767,2.688172043010753,114.69534050179212,12141,20703,77
E01007729,7813,7814,Rotherham 009B,Rotherham 009B,284304.757693,2411.60720562488,5.74074074074074,0.493827160493827,4.87654320987654,1.9135802469135803,92.92020232271805,119.1358024691358,11.728395061728396,11.728395061728396,183.33333333333334,1765,31079,149
E01007730,7814,7815,Rotherham 009C,Rotherham 009C,399651.3523685,3408.14830484613,4.02258292166549,0.352858151023289,3.31686661961891,1.340860973888497,93.49292159574314,148.9061397318278,16.937191249117856,18.34862385321101,254.7635850388144,1755,31089,150
E01007731,7815,7816,Rotherham 009D,Rotherham 009D,1512462.82005,7313.06718110678,1.61550888529887,0.403877221324717,1.2924071082391,0.6462035541195477,94.18757901551209,69.46688206785137,11.308562197092083,12.924071082390954,135.702746365105,11009,21835,84
E01007732,7816,7817,Rotherham 009E,Rotherham 009E,694989.519202,6065.27570962218,1.97879858657244,0.141342756183746,2.54416961130742,0.4240282685512367,94.4097543010804,79.85865724381625,5.653710247349823,7.067137809187279,144.1696113074205,2463,30381,143
E01007733,7817,7818,Rotherham 009F,Rotherham 009F,264948.525759,2859.20563286625,2.72108843537415,0,2.87226001511716,0.8314436885865457,94.00233888104509,77.09750566893423,7.558578987150416,7.558578987150416,126.98412698412697,5664,27180,120
E01007734,7818,7819,Rotherham 021F,Rotherham 021F,268727.0532705,3059.21266493704,9.34314835787089,5.09626274065685,5.60588901472254,5.889014722536806,88.94476784709484,102.49150622876557,10.758776896942242,9.626274065685164,166.47791619479048,2067,30777,146
E01007735,7819,7820,Rotherham 013B,Rotherham 013B,540343.7689705,5335.220702304,11.8430273300631,5.25578135949544,6.23686054660126,7.358093903293623,87.47568866633802,150.6657323055361,24.52697967764541,14.716187806587245,263.489838822705,480,32364,162
E01007736,7820,7821,Rotherham 014A,Rotherham 014A,1279106.7500745,5849.48956372843,23.114956736712,13.1644004944376,16.5636588380717,17.79975278121137,77.03402978842027,199.01112484548824,19.777503090234855,16.687268232385662,333.1273176761434,323,32521,163
E01007737,7821,7822,Rotherham 013C,Rotherham 013C,1437786.174281,8252.88525548878,7.07517372078332,0.568540745420088,6.25394819962097,1.137081490840177,93.69670107879146,158.5596967782691,14.529374605180038,13.26595072646873,260.897030953885,257,32587,166
E01007738,7822,7823,Rotherham 013D,Rotherham 013D,267116.138647,3966.92897763436,10.2902374670185,4.22163588390501,6.53034300791557,6.662269129287599,88.17151344034404,166.2269129287599,17.810026385224276,18.469656992084435,266.490765171504,670,32174,157
