lsoa11cd,nonwhiteZoneProp.lsoa,pstaniZoneProp.lsoa,nonUKZoneProp.lsoa,proportionMuslim,proportionNonMuslim,antiSocialBehaviour,Burglary,violentCrime,allCrimePer1000Pop,IMD_rank,IMD_rank_inverse,IMD_rank_inverse_relative
E01007771,1.54820548909219,0,1.54820548909219,0.211118930330753,94.62266363930088,30.260380014074595,5.629838142153413,2.11118930330753,59.11330049261084,18967,13877,53
E01007772,2.70880361173815,0.677200902934537,2.63355906696764,1.3544018058690745,93.47938076376256,82.01655379984952,7.524454477050414,3.0097817908201656,129.42061700526713,7691,25153,106
E01007773,3.25779036827195,0.141643059490085,2.3371104815864,0.7790368271954674,94.05474574243617,56.657223796033996,8.4985835694051,4.24929178470255,97.02549575070822,7493,25351,109
E01007774,1.99600798403194,0.133067198935462,2.19560878243513,0.19960079840319359,94.63418177122844,82.50166333998669,9.980039920159681,8.649367930805056,139.72055888223554,7348,25496,112
E01007775,3.87770320656227,0.149142431021626,3.43027591349739,0.2982848620432513,94.53549770758839,78.29977628635346,11.185682326621924,11.93139448173005,130.49962714392245,740,32104,156
E01007803,1.42109199700823,0.149588631264024,1.42109199700823,0.5983545250560958,94.23542804457554,42.63275991024682,6.731488406881077,3.7397157816005984,76.2902019446522,15110,17734,68
E01007804,3.13370473537604,0.0696378830083565,3.06406685236769,0.5571030640668524,94.27667950556479,111.42061281337047,11.838440111420613,12.534818941504177,193.5933147632312,4039,28805,129
E01007805,1.95804195804196,0.20979020979021,2.16783216783217,0.6293706293706294,94.20441194026101,111.18881118881119,20.27972027972028,18.18181818181818,204.89510489510488,3757,29087,131
E01007806,3.22085889570552,0.0766871165644172,4.21779141104294,0.15337423312883436,94.68040833650281,93.55828220858896,7.668711656441718,11.503067484662576,142.63803680981596,5010,27834,124
E01007807,1.8646408839779,0,1.72651933701657,0,94.83378256963164,80.8011049723757,4.834254143646409,6.906077348066298,127.76243093922652,7832,25012,105
E01007808,1.29339686861811,0.68073519400953,1.90605854322668,1.0211027910142956,93.81267977861734,21.783526208304966,4.084411164057181,NA,33.35602450646698,28956,3888,7
E01007809,1.60978750804894,0.321957501609787,2.1249195106246,0.4507405022537025,94.38304206737793,152.60785576303928,16.097875080489377,15.453960077269802,237.6046361880232,2096,30748,145
E01007810,1.63432073544433,0.0510725229826353,1.68539325842697,0.35750766087844743,94.47627490875318,121.04187946884576,16.34320735444331,6.639427987742594,186.414708886619,10700,22144,86
